keyword,location,text
war%20zone,lemonade rights,stolen 😳 fav and least from each ep/album airplane convos. 😌 they all float 😡 silver black light 😌 easter egg 😡 chr… https://t.co/jEjUtoVu0t
sinking,"Denver, CO","I've gone into ""hostile territory"" to canvass for Bernie. People tend to be much nicer face to face. Y… https://t.co/lWfMcwzaTS"
bush%20fires,"England, United Kingdom 🏴󠁧󠁢","""Jimmy escaped the fires, but not the pain of devastating loss"" We don’t really have the capacity to grasp this much loss — no…"
drown,,Bye cus you was supposed to help me bitch you let me drown
cliff%20fall,Australia,British tourist Madalyn Davis has died in a fall from a popular tourist spot in Sydney's eastern suburbs. #7NEWS https://t.co/2dJTn0GbY1
fatality,Queen of Trolls,I'm going to hell for this tweet alone 😂😂😂💀
riot,Argentina,"//uncensored username Aside from the objectively bad take, y'all do realize what account this is, right? If you're… https://t.co/xHYjNEDzcM"
buildings%20burning,Conchologia,From what I know...these burning buildings are an annual occurrence. I am not ruling out arson but jus… https://t.co/LsEc981h68
bioterror,"ÜT: 45.290968,-92.376844",#skipvaccination Does the push for mass vaccination point toward a bioterror event? (To read about Jon's mega-colle… https://t.co/enNtA5CQEJ
stretcher,,"Vintage Shoe Form, Salamandee Maker, Shoe Stretcher, Vintage Home Decor, Farm House Decor, Country Decor, Prop days… https://t.co/ol8WCyUIF9"
danger,India,"The nation is engrossed with the anti-CAA, anti-NPR protests. Both present a clear and present danger. The sliding ec…"
bush%20fires,"Brisbane, Australia","In pairs, our workshop participants designed &amp; coded a disaster detector system! 🚨 This pair designed a rural fire… https://t.co/tQFhDH1fys"
drowning,"Corpus Christi, TX",Drowning in your lust
fatality,"Pennsylvania, USA","Poison mist is just an objectively cool wrestling move/Mortal Kombat fatality. And Becky absolutely killed that, from the s…"
hazard,"Texas, USA",This is helpful information. Send the date &amp; location where videos or pictures like this are taken &amp; I’ll have the Texa…
collided,"England, United Kingdom",OH MY GOD MY WORLDS COLLIDED
electrocute,in the death basket,fkughfdkhg I was about to tweet this. do they ever stop and think... maybe they are extremely non v… https://t.co/d1ogcpW3uQ
blown%20up,Somewhere with Nash and Nahla,It’s so loud though 😰 my dogs were certain our house got blown up 😂
aftershock,,Puerto Rico Worker explains Earthquake aftershock. Pleading to go viral https://t.co/hhfjQNLEt8 via
tornado,•Illinois,Trying to go tornado chasing in Oklahoma for my honeymoon 😂
airplane%20accident,"Manchester, England","And. No excuse for shooting down a commercial airplane with innocent civilians on. Oh! Sorry Jeremy, as you say, it… https://t.co/gUkc4ToutN"
panicking,"Florida, USA",YO i just got the luckiest break and got my room for Glitch on the event block. I did that frame one reservation fo… https://t.co/F1HKQOlmdt
electrocute,Canada,No offense but Getting a job as an OAP at a radio station in Abuja WON'T suck! Like at all! Please RT guys! My Helper mig…
wreck,"Sydney, New South Wales",The wreck. How's that little Shorey 👌🏻
blight,Kenya / Africa / Global,"Hello.agriculture ,what can you do to treat early blight in my greenhouses? https://t.co/ktvEh7VJxm"
battle,"Kota Tangerang, Banten",E7F03BA0 :Battle ID I need backup! Lvl 60 Leviathan Omega https://t.co/dWXWxOz2re
flames,,Flames mv is coming soon 😱😱😱 Zayn love u ❤️🎉 via ©underwondercontent #Trampoline #BestRemix #iHeartAwards https://t.c…
hellfire,Borno Nigeria,"Ya Allah, forgive my brothers &amp; sisters for their sins &amp; save them from the hellfire, the trials of this life &amp; punishment…"
trapped,Australia,"Since they're also trapped in a virtual Coral Harbour, they can't call for backup from the other Rangers or anyone… https://t.co/HxZCcoDV6j"
sandstorm,,"spiderverse won best animated, and black panther was nominated for best picture last year wym finally"
hurricane,blue idiot ball 🌎,Just a quick reminder that Puerto Rico has also been waiting for 2+ years for $18 billion in federal hurricane relief fun…
eyewitness,,Watauga County- several roads damaged from the heavy rain this weekend. The work being done today to make repairs… https://t.co/pl7FXEgIaz
demolition,Bengaluru,Maradu apartments demolition: Why it’s not yet time to say ‘justice has been served’ https://t.co/9RngcI3TMW
hostages,,Trump has brought many hostages home but of course CNN chooses to tell this story.
lava,Verviers Belgique,"Taal volcano in the Philippines could spew lava and ash for weeks, authorities have warned, leaving thousands in limbo after t…"
crush,"Lagos, Nigeria","When you have a crush on someone, your brain overlooks and ignores the flaws of that person causing them to appear ""perfect"""
inundation,Just out of your grasp,I just received an inundation of some of the most appalling information at work just now 😂 niggas is wylin in 2020
airplane%20accident,NYC Babe-Bee 🌹🐾🙏,"Yeah, yer well prepared ...hit a few buildings &amp; knocked down yer own airplane by accident ...better keep d… https://t.co/ww1W8LOYVl"
outbreak,,"I've been told by my friend who's working at kpj, all beds are full for now. And yes, it is because of the influenza outbr…"
collide,닉변함(책 두권 아님 절대),When the worlds collide... (? #StevenUniverse https://t.co/UB8Bkon4d4
buildings%20on%20fire,NJ NYC Philly AC Central NJ,Demolition has begun on the burned out buildings in #BoundBrook. Slow process. Investigation into how/where it started…
catastrophic,"East Anglia, England","More than 2,000kg of carrots and sweet potato have been dropped from planes to feed wildlife displaced from the 'catast…"
demolish,"Abuja & Kano, Nigeria","""If your foundation is flawed or cracked don't repair it, demolish it and start over. Just like a house that's structura…"
deaths,"Central Coast, Australia",What we don't know is the amount of deaths &amp; illnesses due to the fires &amp; smoke.
wildfire,Transgender,"""You don't bring Wildfire into your home and expect it to stay in the fireplace."" - #Loki, The Gospel of Loki, Joanne M. H…"
collapse,,Elon Musk links smartphones to the total ‘collapse’ of society https://t.co/8QoG05RA8r https://t.co/IllO49IfMt
terrorism,Trespassing sm1's Twitterspace,"See his hypocrisy? On the one hand he says terrorism hsd no religion, to sugarcoat t… https://t.co/0m0t9GkNYO"
mass%20murderer,,#1495Days Since #ZariaMassacre and the illegal detention of Sheikh Zakzaky by the wicked mass murderer Criminal Preside…
collapsed,,The nuclear deal hasn't collapsed in January 2020. It was *destroyed* by Donald Trump in May 2018. #FakeNews https://t.co/7y…
ambulance,💰HELPING YOU GAIN MUTUAL💰,Are you one of those who silently Pray for an UNKNOWN #Ambulance passed by? https://t.co/23zS7QjTdG
rubble,,Now our Earth is ruined; a wasteland of dirt and rubble. I can't help but take some of the blame for all of this.
electrocuted,,Should this happen to any Indian citizen just because he has a Muslim name and who is merely doing his professional du…
deaths,England,"At what stage does a private company get stripped of its contract.? Is abuse of patients, unsafe services resulting in de…"
drowning,CALIFORNIA,"i wade in your water, your waves wash over me, i drift to the deep end, dont save me, its a low tide, i found peace in…"
collapsed,"South Africa, EShowe ","This evil man, has LIED, MANIPULATED, FAILED, HARRASSED many people He was part of pushing for the ""state capture"" repo…"
hostage,,It's funny that you liberals pretend Western capitalism is somehow not authoritarian.… https://t.co/HFzJw8z0RK
bomb,,"ARMYs are trending #ThankYouBigHit to show their appreciation towards Bighit, for providing subtitles on the new Bangta…"
epicentre,,"While visiting Jawaharlal Nehru University (JNU), the new epicentre for violent protests in the country, Congress MP Shash…"
flattened,"Sherwood Park, Alberta",Flames suck like your interviews and mentions on Twitter. Lose to the Habs and Lucic got flattened. Great night.
sirens,,SILVERBACKS – ” Sirens “ https://t.co/vC4nB5DQHj https://t.co/KuojDF6ef6
death,"New Jersey, USA",The people of Iran are aware of the corruption of their Ayatollah’s regime. They have taken to the streets in protest cha…
heat%20wave,my head,This heat wave is unnecessary.
razed,Here,Wasn’t most of that damage done by US/UK bombing runs? I imagine the red Army also d… https://t.co/Yx94zmVFaB
crush,$iargao,Ang 😠🥺😔🤘🏼 cute 🧡😩🤘🏼💖😋 mag 😩🧡 smile 😬😁😛 nung 😊☺️ crush 🥰💜💛🧡🤪🧡😋 ko 😍🥰😋🧡🥺❤️💛💜😩🤘🏼😠
blazing,,All Cues Blazing! https://t.co/YutAVvjAKn
blight,,Blame the blight of taxation. Aka theft by government force and violence. For every government job gen… https://t.co/gXHOSrViE1
obliterated,Stockton (Bay Area transplant),I am feeling a bit nostalgic for the old “a picture is worth 1000 words” days. Before social media obliterated truth.
threat,,Did you all hear the Bernie-Warren story about how trump lied about protecting pre-existing conditions and the imminen…
explosion,,"f you are bored of ordinary gifts and looking for something unique to surprise your loved ones, explosion boxes are… https://t.co/Z4vlgSqwIN"
first%20responders,South East Queensland,Whoever decides it is safe to play tennis in smoke with God knows what in it should google 9/11 first responders and see…
terrorist,"California, USA","Accidentally left out the word ""Terrorist,"" but...you catch my drift."
sinkhole,Trinidad and Tobago,BBC News - China sinkhole: Six killed as ground swallows bus https://t.co/cov7AgtPJv
wild%20fires,,These idiots on GMB are still on about climate change has started the wild fires in Australia why don’t they tell t… https://t.co/W9Vg5OHFK2
mass%20murder,,WTF are they charging him with fucking mass murder ?? his original faux charges were dropped
weapon,"Bury, Manchester",🤖 +KILL+LOUISE!+ 🤖 Here's the exciting launch trailer for #DoctorWho The Collection Season 14 featuring the gorgeous …
upheaval,,Schools should brace for five years of upheaval from a triumphant party with Gove at its heart | Melissa Benn https://t.…
drowned,,Milk drowned a breast once.
tragedy,,"Inviting EVERYONE to SUPPORT this POPSTERS PROJECT!!! Nakasayaw ka na ng TALA, nakatulong ka pa sa Victims of Taal Volcan…"
stretcher,225,no stretcher tonight 😂😂😂
oil%20spill,3rd Rock from the Sun,Trumps Presidency =2024 Oil spill in Alaska has resulted in the possib…
blazing,germany,my fear of public toilets has completely vanished. im the person absolutely ripping the train station toilet all guns blazing.
hijacker,"Virginia, USA","17/ Prince Turki al-Faisal, patron of Nawaf Obaid (who employed Mifsud), is in news today: 9/11 hijacker Moussaui says th…"
tornado,"New Orleans, Louisiana",Logan County Family Reunited With Dog After Their Home Was Destroyed During Tornado https://t.co/wf2HeyVsXj via
thunderstorm,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning including Clinton NC, Mount Olive NC, Brogden NC until 3:00 PM EST https://t.co/hOe8p54hyN"
hostage,In between a Home & a Homeland,Hard to have dialogue in a hostage situation with a gun held up to your head. Hrant Dink had a bullet put in his he… https://t.co/GXZkc2Au70
catastrophic,Cowleyfornia Dreaming,The point is that scientific consensus says that we need to cu… https://t.co/NSSCp6kQKs
body%20bag,"Cleveland, OH","Typo. Yes, coroner. Witnesses confirmed body bag leaving the vacant house along with multiple evidence bags.…"
ruin,,No one has the right to ruin someone else's dream. HAN SEUNGWOO CHO SEUNGYOUN KIM WOOSEOK KIM YOHAN LEE HANGYUL CHA JUNH…
ambulance,"Rock Hill, SC","#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaser B…"
bioterror,"Baltimore, Maryland",Want to learn more about the BioFlash? It can be used in various configurations to deliver building protection sol… https://t.co/DGeREhrh4T
refugees,,Dear let me give u few instances of foreign immigrants building formidable companies in India- 1) Larsen &amp; To…
police,,"“My name is enough for the police to think they can beat me,” Pawan Rao Ambedkar, a Dalit mathematician in Lucknow. “ They hear…"
obliterate,"reading part8, kny, bnha, NGL,",I will obliterate you https://t.co/uvcdhvBCzl
screamed,,remember when i screamed stray kids everywhere all around the world and eliz qian and shin where supposed to do it with me…
accident,kurger bing,More appearances of the man with the upside-down face. A New Year’s Eve party at an Air Force base in 1943 where a man…
wildfire,"Norwich, UK",Future #wildfire risks grow with each added degree. To minimise growth in fire risk we must in fire risk we must st… https://t.co/bMVfhgFvTg
